_source_file_id,_source_line_number,_source_path,row_id,lesson_id,start_time,end_time,transcript_text,slide_title,visible_text,visual_focus,presenter_action,expression,gaze,prosody_label,confidence,review_flag
SRC00344,2,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000001,L0001,00:00:01.840,00:00:02.920,Hello 大家好,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,3,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000002,L0001,00:00:02.920,00:00:04.400,欢迎大家来到蓝星老师的,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,4,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000003,L0001,00:00:04.400,00:00:06.280,归房秘籍课堂,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,5,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000004,L0001,00:00:06.280,00:00:08.080,今天我们要上的课程是,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,6,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000005,L0001,00:00:08.080,00:00:10.360,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,7,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000006,L0001,00:00:10.360,00:00:11.720,很多姐妹认识我,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,8,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000007,L0001,00:00:11.720,00:00:12.440,可能是知道,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,9,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000008,L0001,00:00:12.440,00:00:14.480,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,10,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000009,L0001,00:00:14.480,00:00:15.960,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,11,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000010,L0001,00:00:15.960,00:00:17.400,但是大家不知道,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,12,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000011,L0001,00:00:17.400,00:00:19.360,其实我还有一个神秘身份,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,13,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000012,L0001,00:00:19.360,00:00:22.000,那就是信技巧导师,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,14,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000013,L0001,00:00:22.000,00:00:23.640,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,normal_explain,low,待复核_visual_nearest_sample
SRC00344,15,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,TRI_00000014,L0001,00:00:23.640,00:00:25.200,我们怎么样就通过技巧,ocr_unavailable_pending_review,ocr_unavailable_need_manual_review,scene_no_presenter_detected,slide_or_scene_no_presenter_detected,no_face_detected,no_face_detected,question_prompt,low,待复核_visual_nearest_sample
