_source_file_id,_source_line_number,_source_path,bridge_id,lesson_id,source_time,source_text,bridge_category,risk_level,human_review_needed,source_ref,confidence,content_intent
SRC06157,2,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000001,L0001,00:00:01.840,Hello 大家好,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,3,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000002,L0001,00:00:02.920,欢迎大家来到蓝星老师的,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,4,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000003,L0001,00:00:04.400,归房秘籍课堂,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,5,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000004,L0001,00:00:06.280,今天我们要上的课程是,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_value_or_offer_material
SRC06157,6,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000005,L0001,00:00:08.080,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,7,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000006,L0001,00:00:10.360,很多姐妹认识我,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,8,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000007,L0001,00:00:11.720,可能是知道,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,9,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000008,L0001,00:00:12.440,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,10,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000009,L0001,00:00:14.480,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,11,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000010,L0001,00:00:15.960,但是大家不知道,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,12,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000011,L0001,00:00:17.400,其实我还有一个神秘身份,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,13,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000012,L0001,00:00:19.360,那就是信技巧导师,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,14,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000013,L0001,00:00:22.000,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,15,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000014,L0001,00:00:23.640,我们怎么样就通过技巧,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,question_or_interaction_prompt
SRC06157,16,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000015,L0001,00:00:25.200,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,17,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000016,L0001,00:00:26.720,提升我们自身的愉悦度,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,18,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000017,L0001,00:00:28.480,为此的话,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,19,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000018,L0001,00:00:29.480,也是在国内外,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,20,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000019,L0001,00:00:30.640,参加了非常多的课程,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_value_or_offer_material
SRC06157,21,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000020,L0001,00:00:32.120,也跟我们的很多学员分享了,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,22,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000021,L0001,00:00:33.600,非常多好用的技巧,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,23,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000022,L0001,00:00:35.160,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,24,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000023,L0001,00:00:36.840,我们所有的姐妹们,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,25,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000024,L0001,00:00:38.160,都会觉得惊呼,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,26,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000025,L0001,00:00:39.800,哇 原来这才叫真正的做,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,27,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000026,L0001,00:00:42.800,哎呀,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,28,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000027,L0001,00:00:43.720,以前觉得自己,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,29,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000028,L0001,00:00:45.200,都只是完成那个基本的反指动作,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,30,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000029,L0001,00:00:48.000,就很多人可能,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,31,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000030,L0001,00:00:49.440,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,32,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000031,L0001,00:00:51.640,从头到尾就已经结束了一生,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,33,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000032,L0001,00:00:53.920,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,34,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000033,L0001,00:00:55.280,还有那么多的技巧,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,35,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000034,L0001,00:00:56.640,所以这个系列课程,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,summary_or_conclusion
SRC06157,36,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000035,L0001,00:00:57.760,将跟大家去分享,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,37,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000036,L0001,00:00:59.120,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,38,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000037,L0001,00:01:01.080,我们怎么选择,course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,question_or_interaction_prompt
SRC06157,39,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000038,L0001,00:01:02.560,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,course_knowledge_explain
SRC06157,40,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,LPB_00000039,L0001,00:01:04.040,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],course_to_live_project_field,medium_review_needed,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],low,question_or_interaction_prompt
